game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
2221751,431,1,,Lutz Göttling,60,2,,Christian Streich,Home,0
2221755,83,3,,Ralph Hasenhüttl,4795,0,,Tomas Oral,Home,1
2222597,3725,2,2,Stanislav Cherchesov,232,1,5,Unai Emery,Home,1
2222627,2696,0,11,Andrey Kobelev,4128,2,10,Rustem Khuzin,Home,0
2222658,2410,0,2,Leonid Slutski,121,2,13,Dan Petrescu,Home,0
2222664,932,1,5,Slaven Bilic,2698,0,8,Kurban Berdyev,Home,1
2222683,2696,0,11,Andrey Kobelev,12438,1,16,Gadzhi Gadzhiev,Home,0
2222685,2698,0,7,Kurban Berdyev,232,1,5,Valeriy Karpin,Home,0
2222709,3725,2,5,Stanislav Cherchesov,11126,1,16,Fedor Shcherbachenko,Home,1
2222734,1083,2,11,Miodrag Bozovic,16704,3,10,Slavoljub Muslin,Home,0
2222735,2700,2,1,Guus Hiddink,2410,0,2,Leonid Slutski,Home,1
2222739,16704,4,8,Slavoljub Muslin,2700,0,3,Guus Hiddink,Home,1
2222775,3725,1,8,Stanislav Cherchesov,2700,0,3,Guus Hiddink,Home,1
2222786,932,2,9,Slaven Bilic,11126,1,15,Dorinel Munteanu,Home,1
2222802,2700,3,3,Guus Hiddink,121,3,7,Dan Petrescu,Home,0
2222816,16704,2,8,Slavoljub Muslin,12438,0,13,Yuriy Kalitvintsev,Home,1
2222958,6414,2,3,Myron Markevych,6993,0,13,Mykola Pavlov,Home,1
2222988,660,4,1,Mircea Lucescu,2740,1,14,Vadym Yevtushenko,Home,1
2223000,6992,1,10,Roman Grygorchuk,660,5,1,Mircea Lucescu,Home,0
2223015,6996,2,15,Oleksandr Sevidov,2227,1,14,Oleg Luzhnyi,Home,1
2223018,6996,1,15,Oleksandr Sevidov,3592,1,12,Oleg Taran,Home,0
2223019,2227,1,14,Oleg Luzhnyi,9007,1,6,Leonid Kuchuk,Home,0
2223025,6414,4,4,Myron Markevych,2740,0,13,Sergiy Svystun,Home,1
2223041,6994,0,16,Vitaliy Kvartsyanyi,4482,3,8,Anatoliy Demyanenko,Home,0
2223051,2740,5,10,Sergiy Svystun,6994,0,16,Vitaliy Kvartsyanyi,Home,1
2223056,3592,1,11,Oleg Taran,9007,1,5,Leonid Kuchuk,Home,0
2223060,339,3,2,Juande Ramos,6994,0,16,Vitaliy Kvartsyanyi,Home,1
2223083,339,2,2,Juande Ramos,6414,0,4,Myron Markevych,Home,1
2223096,660,2,1,Mircea Lucescu,6994,0,16,Vitaliy Kvartsyanyi,Home,1
2223111,2227,4,10,Oleg Luzhnyi,2783,3,9,Yuriy Maksymov,Home,1
2223132,2783,2,5,Yuriy Maksymov,6996,1,15,Oleksandr Sevidov,Home,1
2223137,6996,2,15,Oleksandr Sevidov,6994,0,16,Sergiy Zaytsev,Home,1
2223157,2227,0,10,Oleg Luzhnyi,6996,2,15,Oleksandr Sevidov,Home,0
2223162,2740,3,12,Sergiy Svystun,6996,0,15,Oleksandr Sevidov,Home,1
2223182,6994,0,16,Sergiy Zaytsev,2740,4,12,Sergiy Svystun,Home,0
2223859,1082,2,10,Rudi Garcia,1147,0,14,Alex Dupont,Home,1
2223876,1159,0,17,Jean Fernandez,244,1,1,Élie Baup,Home,0
2223890,1082,1,11,Rudi Garcia,583,2,8,Carlo Ancelotti,Home,0
2223894,583,1,1,Carlo Ancelotti,1041,0,2,Rémi Garde,Home,1
2223902,273,2,9,Frédéric Antonetti,969,1,16,René Girard,Home,1
2223905,40,1,6,Francis Gillot,1082,1,11,Rudi Garcia,Home,0
2223921,595,3,11,Frédéric Hantz,40,1,8,Francis Gillot,Home,1
2223922,1421,1,7,Hubert Fournier,1095,1,19,Jean-Marc Furlan,Home,0
2223924,969,3,13,René Girard,417,1,17,Claude Puel,Home,1
2223940,14171,2,18,Pascal Dupraz,618,2,5,Christophe Galtier,Home,0
2223962,3911,1,14,Landry Chauvin,244,2,2,Élie Baup,Home,0
2223981,1158,2,6,Christian Gourcuff,750,0,18,Eric Hély,Home,1
2223994,595,4,13,Frédéric Hantz,1159,2,20,Jean Fernandez,Home,1
2223996,750,3,17,Eric Hély,244,1,3,Élie Baup,Home,1
2224001,14171,0,18,Pascal Dupraz,3911,2,14,Landry Chauvin,Home,0
2224022,1041,0,2,Rémi Garde,14171,0,17,Pascal Dupraz,Home,0
2224054,3911,1,16,Landry Chauvin,1147,1,13,Albert Emon,Home,0
2224089,415,0,12,Alain Casanova,14171,0,18,Pascal Dupraz,Home,0
2224111,40,0,10,Francis Gillot,3911,2,14,Landry Chauvin,Home,0
2224115,1159,1,19,Patrick Gabriel,595,2,12,Frédéric Hantz,Home,0
2224124,40,3,8,Francis Gillot,1159,2,18,Patrick Gabriel,Home,1
2224129,618,0,5,Christophe Galtier,40,0,9,Francis Gillot,Home,0
2224143,1421,0,14,Hubert Fournier,1423,1,12,Daniel Sanchez,Home,0
2224147,1147,2,15,Albert Emon,969,1,8,René Girard,Home,1
2224158,750,2,18,Eric Hély,40,2,9,Francis Gillot,Home,0
2224159,14171,4,16,Pascal Dupraz,273,2,10,Frédéric Antonetti,Home,1
2224160,1095,0,20,Jean-Marc Furlan,583,1,1,Carlo Ancelotti,Home,0
2224180,417,1,6,Claude Puel,1041,1,3,Rémi Garde,Home,0
2224545,173,2,4,Troels Bech,190,2,1,Ariel Jacobs,Home,0
2224572,3426,1,12,Jess Thorup,5817,2,1,Lars Söndergaard,Home,0
2224602,3426,1,10,Jess Thorup,1177,0,11,Keld Bordinggaard,Home,1
2224616,1177,1,10,Keld Bordinggaard,2414,1,7,Johnny Mölby,Home,0
2224628,5724,2,3,Colin Todd,5817,0,10,Lars Söndergaard,Home,1
2224655,678,0,6,Peter Sörensen,206,3,12,Auri Skarbalius,Home,0
2224659,190,4,1,Ariel Jacobs,1053,0,3,Kent Nielsen,Home,1
2224665,865,1,7,Glen Riddersholm,2778,1,2,Kasper Hjulmand,Home,0
2224676,2778,4,2,Kasper Hjulmand,678,2,6,Peter Sörensen,Home,1
2224682,1177,2,12,Viggo Jensen,2778,2,2,Kasper Hjulmand,Home,0
2224689,2778,2,2,Kasper Hjulmand,5817,2,9,Lars Söndergaard,Home,0
2224709,206,3,11,Auri Skarbalius,678,2,6,Peter Sörensen,Home,1
2224714,2414,0,11,Johnny Mölby,2778,2,2,Kasper Hjulmand,Home,0
2224716,190,1,1,Ariel Jacobs,173,1,5,Troels Bech,Home,0
2224718,1177,3,12,Viggo Jensen,678,1,8,Peter Sörensen,Home,1
2224727,865,3,6,Glen Riddersholm,678,2,7,Peter Sörensen,Home,1
2224729,206,0,9,Auri Skarbalius,173,1,5,Troels Bech,Home,0
2224732,5817,6,1,Lars Söndergaard,5724,1,12,Colin Todd,Home,1
2224748,498,0,10,Peter Maes,601,1,7,Hein Vanhaezebrouck,Home,0
2224781,204,3,13,Chris Janssens,2282,2,4,Georges Leekens,Home,1
2224785,204,0,14,Hany Ramzy,1411,3,8,Enzo Scifo,Home,0
2224801,172,1,14,Yannick Ferrera,354,1,11,Harm van Veldhoven,Home,0
2224833,157,1,10,Bob Peeters,1184,2,3,Mario Been,Home,0
2224863,28643,1,13,Glen De Boeck,601,0,7,Hein Vanhaezebrouck,Home,1
2224878,2727,1,10,Ronny Van Geneugden,566,1,15,Jacky Mathijssen,Home,0
2224892,354,2,10,Harm van Veldhoven,498,1,4,Peter Maes,Home,1
2224893,157,0,11,Bob Peeters,28643,2,14,Glen De Boeck,Home,0
2224902,498,0,4,Peter Maes,58,2,1,John van den Brom,Home,0
2225446,180,0,19,Nigel Adkins,1071,2,9,Roberto Martínez,Home,0
2225451,512,0,12,Tony Pulis,11,0,13,Arsène Wenger,Home,0
2225468,931,3,9,Martin Jol,984,0,6,Steve Clarke,Home,1
2225471,405,2,14,Paul Lambert,2288,0,5,Michael Laudrup,Home,1
2225473,379,3,7,Sam Allardyce,931,0,12,Martin Jol,Home,1
2225478,984,1,4,Steve Clarke,1032,0,20,Brian McDermott,Home,1
2225487,180,2,17,Nigel Adkins,931,2,9,Martin Jol,Home,0
2225502,289,1,11,Martin O'Neill,762,1,12,Alan Pardew,Home,0
2225524,631,1,3,Roberto Di Matteo,31,1,14,Brendan Rodgers,Home,0
2225540,379,0,9,Sam Allardyce,281,0,3,Roberto Mancini,Home,0
2225555,405,1,17,Paul Lambert,1032,0,19,Brian McDermott,Home,1
2225561,512,1,12,Tony Pulis,931,0,10,Martin Jol,Home,1
2225702,379,2,14,Sam Allardyce,148,3,3,André Villas-Boas,Home,0
2225736,931,0,11,Martin Jol,631,3,3,Rafael Benítez,Home,0
2225754,1032,0,20,Nigel Adkins,31,0,7,Brendan Rodgers,Home,0
2225764,1123,2,14,Chris Hughton,2288,2,9,Michael Laudrup,Home,0
2225784,11,1,4,Arsène Wenger,985,1,1,Sir Alex Ferguson,Home,0
2225787,281,2,2,Roberto Mancini,379,1,10,Sam Allardyce,Home,1
2227459,2578,2,2,Steve Lomas,2553,1,7,Kenny Shiels,Home,1
2227462,903,2,3,Pat Fenlon,2553,1,8,Kenny Shiels,Home,1
2227478,371,0,1,Neil Lennon,2553,2,6,Kenny Shiels,Home,0
2227510,370,2,5,Craig Brown,2578,0,7,Steve Lomas,Home,1
2227522,43,0,9,John McGlynn,371,4,1,Neil Lennon,Home,0
2227532,2553,1,8,Kenny Shiels,2578,2,4,Steve Lomas,Home,0
2227545,903,2,6,Pat Fenlon,2553,2,7,Kenny Shiels,Home,0
2227553,2759,1,7,Derek Adams,2578,0,5,Steve Lomas,Home,1
2227586,465,1,11,Danny Lennon,2759,4,10,Derek Adams,Home,0
2229845,40,1,4,Francis Gillot,273,0,18,Frédéric Antonetti,Home,1
2229914,1411,5,1,Enzo Scifo,2727,2,16,Ronny Van Geneugden,Home,1
2230141,762,2,6,Alan Pardew,148,1,14,André Villas-Boas,Home,1
2231407,15,2,7,Sascha Lewandowski,65,0,17,Mike Büskens,Home,1
2231476,24,1,3,Armin Veh,65,1,17,Mike Büskens,Home,0
2231479,4,1,15,Dieter Hecking,27,1,1,Jupp Heynckes,Home,0
2231489,79,2,8,Bruno Labbadia,24,1,3,Armin Veh,Home,1
2231513,82,0,18,Felix Magath,60,2,7,Christian Streich,Home,0
2231518,86,1,12,Thomas Schaaf,4,1,14,Dieter Hecking,Home,0
2231534,38,1,13,Norbert Meier,65,0,18,Mike Büskens,Home,1
2231594,60,3,5,Christian Streich,42,1,10,Mirko Slomka,Home,1
2231642,41,0,11,Thorsten Fink,60,1,5,Christian Streich,Home,0
2231652,18,1,7,Lucien Favre,65,0,18,Frank Kramer,Home,1
2231667,16,1,2,Jürgen Klopp,533,2,16,Markus Gisdol,Home,0
2231669,38,1,15,Norbert Meier,4,2,13,Michael Wiesinger,Home,0
2231981,10532,3,,Mikkjal Thomassen,3471,4,,David Jeffrey,Home,0
2231994,31614,1,,Ivaylo Petev,419,1,,Ante Cacic,Home,0
2231996,14344,0,,Sevada Arzumanyan,2481,1,,Milan Milanovic,Home,0
2232001,6028,2,,Gili Landau,1443,0,,Frans Adelaar,Home,1
2232097,12132,0,,Simo Krunic,16779,1,,Viktor Pasulko,Home,0
2232099,8563,3,,Igor Kovalevich,159,4,,Robert Prosinecki,Home,0
2234415,11915,1,,Andy Legg,6251,1,,Esa Pekonen,Home,0
2235765,10791,4,,Vlatko Kostov,10616,0,,Michele Ceccoli,Home,1
2235768,8047,0,,Virginijus Liubsys,9828,1,,Ivan Tabanov,Home,0
2235773,4772,3,,Ermin Siljak,1257,0,,Sébastien Grandjean,Home,1
2235775,634,1,,József Garami,6163,1,,Zdenek Psotka,Home,0
2235789,10157,1,,Vladimir Mukhanov,253,0,,Gia Geguchadze,Home,1
2235803,21864,5,,Páll Vidar Gíslason,9211,1,,Aaron Callaghan,Home,1
2240042,2420,2,14,Rui Vitória,1465,2,11,Marco Silva,Home,0
2240053,294,2,2,Jorge Jesus,1436,1,16,Ulisses Morais,Home,1
2240084,2425,0,5,Nuno Espírito Santo,294,1,2,Jorge Jesus,Home,0
2240090,2424,1,13,Paulo Alves,1436,2,14,Ulisses Morais,Home,0
2240099,720,1,2,Vítor Pereira,979,0,16,Casquilha,Home,1
2240141,720,1,2,Vítor Pereira,982,0,14,Manuel Machado,Home,1
2240155,2424,2,13,Paulo Alves,336,3,9,Jesualdo Ferreira,Home,0
2240156,979,2,16,Casquilha,2990,2,15,Pedro Emanuel,Home,0
2240196,2420,2,9,Rui Vitória,1436,1,16,Ulisses Morais,Home,1
2240199,720,2,2,Vítor Pereira,1465,0,8,Marco Silva,Home,1
2240207,1075,1,4,José Peseiro,2990,0,13,Sérgio Conceição,Home,1
2240248,1301,1,10,Pedro Martins,2420,0,6,Rui Vitória,Home,1
2240553,200,0,,Jan Wouters,610,3,,Frank de Boer,Home,0
2242831,714,1,17,Mauricio Pochettino,142,2,11,Manolo Jiménez,Home,0
2242855,897,4,18,José Luis Oltra,131,5,1,Tito Vilanova,Home,0
2242866,16795,1,16,Juan Anquela,142,2,14,Manolo Jiménez,Home,0
2242867,366,2,10,Miroslav Djukic,681,2,14,Philippe Montanier,Home,0
2242885,897,1,7,José Luis Oltra,3709,1,10,Luis García,Home,0
2242936,3709,2,8,Luis García,681,1,4,Philippe Montanier,Home,1
2242959,681,3,5,Philippe Montanier,418,3,2,José Mourinho,Home,0
2242969,1049,1,4,Ernesto Valverde,16795,0,16,Lucas Alcaraz,Home,1
2242998,681,0,12,Philippe Montanier,331,0,19,José Luis Mendilibar,Home,0
2243042,418,2,3,José Mourinho,13,0,2,Diego Simeone,Home,1
2243052,368,1,12,Michel,331,0,20,José Luis Mendilibar,Home,1
2243065,714,2,18,Javier Aguirre,897,0,20,José Luis Oltra,Home,1
2243087,3368,2,8,Juan Ignacio Martínez,366,1,10,Miroslav Djukic,Home,1
2243106,368,2,11,Unai Emery,367,1,7,Paco Jémez,Home,1
2243111,621,0,15,Marcelo Bielsa,714,4,13,Javier Aguirre,Home,0
2243117,237,1,19,Gregorio Manzano,331,1,17,José Luis Mendilibar,Home,0
2243121,1049,2,5,Ernesto Valverde,237,0,19,Gregorio Manzano,Home,1
2243131,418,2,3,José Mourinho,367,0,7,Paco Jémez,Home,1
2243136,681,3,6,Philippe Montanier,150,3,7,Pepe Mel,Home,0
2243156,3709,1,8,Luis García,621,0,14,Marcelo Bielsa,Home,1
2243196,1084,1,5,Manuel Pellegrini,331,0,15,José Luis Mendilibar,Home,1
2243772,3205,0,17,Shota Arveladze,20,1,3,Ertugrul Saglam,Home,0
2243902,524,0,14,Hikmet Karaman,589,1,7,Mehmet Özdilek,Home,0
2243906,6890,0,12,Carlos Carvalhal,820,2,3,Fuat Capa,Home,0
2243912,2323,1,13,Héctor Cúper,3216,1,17,Giray Bulak,Home,0
2243917,589,4,2,Mehmet Özdilek,2381,2,9,Riza Calimbay,Home,1
2243925,114,1,12,Samet Aybaba,449,1,8,Senol Günes,Home,0
2243932,6890,1,12,Carlos Carvalhal,141,3,1,Fatih Terim,Home,0
2243939,820,1,8,Fuat Capa,2292,2,18,Yilmaz Vural,Home,0
2243955,3216,2,16,Nurullah Saglam,1506,1,12,Mesut Bakkal,Home,1
2243977,2292,0,16,Yilmaz Vural,524,0,15,Hikmet Karaman,Home,0
2243982,589,3,2,Mehmet Özdilek,114,5,5,Samet Aybaba,Home,0
2243987,3205,1,12,Robert Prosinecki,10484,0,7,Shota Arveladze,Home,1
2243992,524,0,14,Hikmet Karaman,1506,2,12,Mesut Bakkal,Home,0
2244012,10484,2,6,Shota Arveladze,820,2,9,Fuat Capa,Home,0
2244020,20,1,8,Ertugrul Saglam,2323,0,11,Héctor Cúper,Home,1
2244022,3216,2,17,Nurullah Saglam,19771,1,18,Hamza Hamzaoglu,Home,1
2244033,3216,1,18,Hakan Kutlu,524,2,10,Bülent Uygun,Home,0
2244043,2381,2,11,Riza Calimbay,1506,1,15,Suat Sarican,Home,1
2244073,114,1,3,Samet Aybaba,524,1,15,Bülent Uygun,Home,0
2244078,449,0,12,Tolunay Kafkas,36,3,2,Aykut Kocaman,Home,0
2244111,20,3,5,Hikmet Karaman,449,2,13,Tolunay Kafkas,Home,1
2244122,6890,0,14,Bülent Korkmaz,3205,0,7,Robert Prosinecki,Home,0
2244139,3205,1,7,Robert Prosinecki,2381,1,12,Riza Calimbay,Home,0
2244147,449,1,10,Tolunay Kafkas,2323,0,17,Héctor Cúper,Home,1
2244332,2783,7,,Volodymyr Pyatenko,30037,0,,Slavoljub Bubanja,Home,1
2244337,455,3,,Ovidiu Sabau,2688,1,,Toni Korkeakunnas,Home,1
2244366,2714,2,,Sergiu Sirbu,452,4,,Martin Rueda,Home,0
2244381,142,0,15,Manolo Jiménez,366,1,6,Miroslav Djukic,Home,0
2246593,255,3,,Jan Urban,266,1,,Heinz Fuchsbichler,Home,1
2246601,2783,0,,Volodymyr Pyatenko,1293,1,,Per-Mathias Høgmo,Home,0
2246630,58,5,,John van den Brom,3850,0,,Valdas Urbonas,Home,1
2246637,8031,2,,Boyukaga Haciyev,6028,2,,Gili Landau,Home,0
2247087,9007,0,,Leonid Kuchuk,4059,3,,Franc Cifer,Home,0
2250053,379,3,8,Sam Allardyce,631,1,3,Rafael Benítez,Home,1
2250149,984,0,9,Steve Clarke,148,1,4,André Villas-Boas,Home,0
2250170,192,1,10,Ger Senden,1269,1,12,Art Langeler,Home,0
2250173,317,4,1,Steve McClaren,202,1,18,Robert Maaskant,Home,1
2250211,200,1,8,Jan Wouters,383,0,5,Dick Advocaat,Home,1
2250215,235,1,8,Erwin Koeman,1426,1,15,Ton Lokhoff,Home,0
2250218,317,1,1,Steve McClaren,306,0,16,Marco van Basten,Home,1
2250221,383,3,4,Dick Advocaat,234,0,6,Ronald Koeman,Home,1
2250238,202,2,8,Robert Maaskant,234,2,5,Ronald Koeman,Home,0
2250244,1090,0,13,Gertjan Verbeek,467,2,7,Alex Pastoor,Home,0
2250297,403,3,18,Jurgen Streppel,306,1,13,Marco van Basten,Home,1
2250299,467,1,7,Alex Pastoor,132,1,15,Nebojsa Gudelj,Home,0
2250311,383,3,1,Dick Advocaat,317,0,3,Steve McClaren,Home,1
2250317,200,3,6,Jan Wouters,306,1,13,Marco van Basten,Home,1
2250328,234,2,4,Ronald Koeman,202,1,11,Robert Maaskant,Home,1
2250330,383,1,2,Dick Advocaat,1269,3,13,Art Langeler,Home,0
2250346,467,2,7,Alex Pastoor,202,1,12,Robert Maaskant,Home,1
2250348,235,0,11,Erwin Koeman,306,1,14,Marco van Basten,Home,0
2250388,383,2,1,Dick Advocaat,1426,0,17,Ton Lokhoff,Home,1
2250389,235,2,13,Erwin Koeman,1090,1,15,Gertjan Verbeek,Home,1
2250397,403,1,18,Jurgen Streppel,1426,0,17,Ton Lokhoff,Home,1
2250402,1269,3,13,Art Langeler,192,2,16,Ruud Brood,Home,1
2250477,2672,0,13,Georgios Paraschos,265,1,6,Jesualdo Ferreira,Home,0
2250488,21957,2,5,Giannis Chatzinikolaou,7185,0,13,Savvas Pantelidis,Home,1
2250796,1436,3,4,Ulisses Morais,2990,3,3,Pedro Emanuel,Home,0
2251264,862,2,5,Domenico Di Carlo,1025,0,15,Stefano Pioli,Home,1
2251287,6195,3,2,Walter Mazzarri,130,1,12,Roberto Donadoni,Home,1
2251290,12,2,7,Zdeněk Zeman,1025,3,14,Stefano Pioli,Home,0
2251341,130,2,11,Roberto Donadoni,1038,1,8,Ciro Ferrara,Home,1
2251356,252,0,16,Luigi Delneri,430,1,5,Vincenzo Montella,Home,0
2251368,6195,1,3,Walter Mazzarri,416,1,13,Gian Piero Ventura,Home,0
2251382,416,1,12,Gian Piero Ventura,1025,0,19,Stefano Pioli,Home,1
2251398,458,3,15,Gian Piero Gasperini,1627,1,8,Rolando Maran,Home,1
2251410,6195,5,2,Walter Mazzarri,2921,1,20,Cristiano Bergodi,Home,1
2251414,1025,0,15,Stefano Pioli,398,0,4,Vladimir Petkovic,Home,0
2251417,458,0,17,Gian Piero Gasperini,506,1,1,Antonio Conte,Home,0
2251429,5,4,7,Massimiliano Allegri,2921,1,18,Cristiano Bergodi,Home,1
2251439,12,4,6,Zdeněk Zeman,5,2,7,Massimiliano Allegri,Home,1
2251488,398,1,3,Vladimir Petkovic,6195,1,2,Walter Mazzarri,Home,0
2251503,130,1,11,Roberto Donadoni,1627,2,7,Rolando Maran,Home,0
2251510,800,2,16,Stefano Colantuono,12,3,8,Aurelio Andreazzoli,Home,0
2251513,1387,0,18,Giuseppe Iachini,800,2,15,Stefano Colantuono,Home,0
2251540,5,2,3,Massimiliano Allegri,458,0,19,Giuseppe Sannino,Home,1
2251559,1038,1,14,Delio Rossi,458,3,18,Giuseppe Sannino,Home,0
2251611,1390,0,11,Ivo Pulga,130,1,10,Roberto Donadoni,Home,0
2251936,1519,3,2,Peter Houston,511,0,12,Barry Smith,Home,1
2252314,430,0,4,Vincenzo Montella,2921,2,15,Cristiano Bergodi,Home,0
2252318,410,3,9,Francesco Guidolin,46,0,5,Andrea Stramaccioni,Home,1
2254939,46,2,,Andrea Stramaccioni,8174,2,,Marius Sumudica,Home,0
2254956,2414,1,,Johnny Mölby,336,1,,Ricardo Sá Pinto,Home,0
2254974,255,1,,Jan Urban,195,1,,Jan Jönsson,Home,0
2258368,18154,0,,Bert Ruijsch,499,3,,Fred Rutten,Home,0
2258371,17797,0,,,317,1,,,Home,0
2258943,984,2,7,Steve Clarke,1123,1,10,Chris Hughton,Home,1
2258957,405,0,18,Paul Lambert,1071,3,17,Roberto Martínez,Home,0
2258987,31,5,7,Brendan Rodgers,1123,0,13,Chris Hughton,Home,1
2258990,180,0,15,Mauricio Pochettino,29,0,5,David Moyes,Home,0
2258998,1032,2,17,Brian McDermott,631,2,3,Rafael Benítez,Home,0
2259003,29,2,5,David Moyes,984,1,9,Steve Clarke,Home,1
2262154,16,1,,Jürgen Klopp,610,0,,Frank de Boer,Home,1
2262186,141,1,,Fatih Terim,7769,1,,Ioan Andone,Home,0
2262190,969,1,,René Girard,683,2,,Leonardo Jardim,Home,0
2262390,339,2,,Juande Ramos,383,0,,Dick Advocaat,Home,1
2262406,11107,3,,Paulo Sousa,336,0,,Ricardo Sá Pinto,Home,1
2262418,2990,1,,Pedro Emanuel,1017,1,,Nitzan Shirazi,Home,0
2262423,2282,2,,Georges Leekens,1301,0,,Pedro Martins,Home,1
2262441,31,1,,Brendan Rodgers,2700,0,,Guus Hiddink,Home,1
2262482,6028,0,,Barak Bakhar,621,2,,Marcelo Bielsa,Home,0
2262490,13,1,,Diego Simeone,1017,0,,Yossi Abukasis,Home,1
2262495,762,1,,Alan Pardew,1301,1,,Pedro Martins,Home,0
2262508,190,1,,Ariel Jacobs,301,1,,Laurentiu Reghecampf,Home,0
2262511,339,4,,Juande Ramos,272,0,,Andreas Alm,Home,1
2262514,669,1,,Vladimir Vermezovic,2698,1,,Kurban Berdyev,Home,0
2262515,46,2,,Andrea Stramaccioni,8031,2,,Boyukaga Haciyev,Home,0
2263177,12605,5,,Rafael Escobar,16492,6,,Juan Moya,Home,0
2263218,16296,0,,Sergiy Shevtsov,2477,2,,Nikolay Kostov,Home,0
2264590,10140,2,,Filipe Moreira,2990,0,,Pedro Emanuel,Home,1
2265171,5091,1,,Martin Jungsgaard,5724,2,,Colin Todd,Home,0
2265185,3732,3,,Hasse Kuhn,23297,2,,Per Frandsen,Home,1
2266037,12054,1,,Evgeniy Durnev,3715,0,,Vladimir Fedotov,Home,1
2266051,8835,1,,Timur Shipshev,3725,3,,Stanislav Cherchesov,Home,0
2266637,9547,6,,Martin de Groot,3892,1,,John Lammers,Home,1
2267268,3028,5,,Ross Jack,3024,1,,Bob Malcolm,Home,1
2267276,10580,3,,Iain Alexander,3021,3,,Paul Sheerin,Home,0
2267278,3012,1,,Martyn Corrigan,2801,1,,Ian Little,Home,0
2267569,3060,0,6,Dusan Bajevic,2672,0,14,Georgios Paraschos,Home,0
2267606,33324,0,,Nicolai Wael,5724,1,,Colin Todd,Home,0
2269535,1108,0,,Natxo González,131,3,,Tito Vilanova,Home,0
2269539,2448,1,,José Ramón Sandoval,331,0,,José Luis Mendilibar,Home,1
2269560,16795,2,,Juan Anquela,142,1,,Manolo Jiménez,Home,1
2270890,265,1,7,Jesualdo Ferreira,2441,0,16,Ewald Lienen,Home,1
2271010,1435,2,,Erik ten Hag,1269,3,,Art Langeler,Home,0
2271098,979,5,,Casquilha,3349,2,,Quim Machado,Home,1
2271187,1027,7,,Phil Parkinson,1302,5,,Aidy Boothroyd,Home,1
2282013,6168,1,,David Bayliss,2436,1,,Steve King,Home,0
2282103,2671,1,,Giannis Christopoulos,3385,0,,Michalis Grigoriou,Home,1
2282110,32755,1,,Panagiotis Dilberis,128,1,,Marinos Ouzounidis,Home,0
2282401,2451,2,,Terry Butcher,2759,1,,Derek Adams,Home,1
2282404,987,1,,Stuart McCall,370,2,,Craig Brown,Home,0
2282712,993,0,,Rafa Berges,131,2,,Tito Vilanova,Home,0
2284436,107,1,,Rico Schmitt,82,2,,Dieter Hecking,Home,0
2284469,46,2,,Andrea Stramaccioni,7769,0,,Paulo Sérgio,Home,1
2284471,3368,3,,Juan Ignacio Martínez,683,0,,Michel,Home,1
2284475,338,1,,Oleg Blokhin,40,1,,Francis Gillot,Home,0
2284491,197,0,,Vitezslav Lavicka,631,1,,Rafael Benítez,Home,0
2284523,404,0,,Jan Poortvliet,1090,5,,Gertjan Verbeek,Home,0
2284884,21957,1,12,Angelos Anastasiadis,2671,1,6,Giannis Christopoulos,Home,0
2284894,2671,0,6,Giannis Christopoulos,265,0,8,Fabri González,Home,0
2285340,1072,0,,Darren Ferguson,1123,3,,Chris Hughton,Home,0
2285348,2793,2,,Paul Sturrock,1148,2,,Uwe Rösler,Home,0
2287199,22,0,,Nigel Clough,164,3,,Michael Appleton,Home,0
2289025,2698,0,,Kurban Berdyev,13,1,,Diego Simeone,Home,0
2289248,3060,0,4,,2079,0,14,,Home,0
2289262,605,1,14,Giannis Michalitsos,265,0,8,Fabri González,Home,1
2289265,1091,3,3,Georgios Donis,5219,1,16,Giannis Papakostas,Home,1
2289281,265,1,5,Fabri González,5219,0,16,Giannis Papakostas,Home,1
2289291,3060,0,4,,6676,2,2,,Home,0
2289326,7185,2,8,Pavlos Dermitzakis,5219,1,16,Giannis Papakostas,Home,1
2293175,2698,2,,Kurban Berdyev,3368,0,,Juan Ignacio Martínez,Home,1
2301897,1084,0,,Manuel Pellegrini,16,0,,Jürgen Klopp,Home,0
2301902,141,3,,Fatih Terim,418,2,,José Mourinho,Home,1
2301908,148,2,,André Villas-Boas,26,2,,Murat Yakin,Home,0
2301914,762,1,,Alan Pardew,294,1,,Jorge Jesus,Home,0
2311700,2759,1,5,Derek Adams,371,1,1,Neil Lennon,Home,0
2311714,2578,2,3,Steve Lomas,987,0,2,Stuart McCall,Home,1
2312109,16,4,,Jürgen Klopp,418,1,,José Mourinho,Home,1
2312506,27,3,,Jupp Heynckes,79,2,,Bruno Labbadia,Home,1
2320450,1468,0,,Holger Bachthaler,24,2,,Armin Veh,Home,0
2320454,222,0,,Volkan Uluc,79,2,,Bruno Labbadia,Home,0
2320460,1,3,,Jürgen Luginger,86,1,,Robin Dutt,Home,1
2320472,2036,4,,Frank Schmidt,72,5,,Alexander Schmidt,Home,0
2321027,33,3,8,Jens Keller,41,3,9,Thorsten Fink,Home,0
2321033,23,0,13,Torsten Lieberknecht,86,1,7,Robin Dutt,Home,0
2321044,16,2,1,Jürgen Klopp,23,1,15,Torsten Lieberknecht,Home,1
2321060,23,0,18,Torsten Lieberknecht,24,2,11,Armin Veh,Home,0
